Ocean_Name,Exposure,Percent_Bleaching,Temperature_Mean,Windspeed,TSA,Bleaching_condition
Atlantic,Sheltered,75,301.09,9,0.16,Bleaching percent averaged from code: Severe (>50% Bleached)
Atlantic,Sheltered,75,301.09,4,0.13,Bleaching percent averaged from code: Severe (>50% Bleached)
Atlantic,Sheltered,75,300.79,4,0.95,Bleaching percent averaged from code: Severe (>50% Bleached)
Atlantic,Sheltered,75,301.13,7,-0.22,Bleaching percent averaged from code: Severe (>50% Bleached)
Atlantic,Sheltered,75,300.23,4,-0.38,Bleaching percent averaged from code: Severe (>50% Bleached)
Atlantic,Exposed,75,301.4,8,-0.58,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,296.71,3,2.19,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,296.14,3,4.44,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,296.36,3,4.45,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,297.37,3,3.76,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,296.27,3,3.04,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,296.2,3,4.56,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,296.77,3,4.27,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,296.75,3,3.74,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,296.26,6,-0.06,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,296.16,6,0.59,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,296.25,6,-0.05,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,296.25,6,1.84,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,296.3,6,0.79,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,296.51,6,0.6,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,296.48,5,0.35,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,297.23,5,1.01,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,297.58,5,0.43,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,296.24,6,1.57,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,299.99,8,-0.73,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,299.98,3,0.45,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.92,3,-1.18,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.23,4,0.14,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,299.89,5,0.59,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,299.88,5,0.24,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,299.88,5,0.24,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,299.84,5,0.57,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,299.9,5,0.13,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,299.75,5,0.44,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,300.29,5,-0.13,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,299.76,5,0.53,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,299.92,5,0.34,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,299.91,5,0.44,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,299.95,5,-0.22,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,299.77,3,-0.03,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,300.47,6,-0.2,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,300.73,2,0.67,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,300.75,5,0.14,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,300.91,3,0.26,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,300.91,4,0.23,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.91,3,0.26,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.91,4,-0.89,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.89,3,-1.32,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.9,3,-0.98,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.9,5,0.04,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.84,3,-1.46,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.84,3,-0.57,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.84,3,-0.57,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.89,3,0.33,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.89,3,0.33,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.89,4,-0.66,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.89,4,-0.66,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,300.9,5,0.04,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.89,4,0.44,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.89,4,-0.91,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.87,4,0.61,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.87,3,0.52,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.85,4,0.07,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.85,3,0.59,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.87,3,0.52,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.89,3,-0.1,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.85,3,0.59,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.85,6,-0.18,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.86,3,0.59,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.86,6,0.06,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,300.84,3,-0.17,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,300.84,6,0.28,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,300.84,3,-0.17,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,300.84,6,0.28,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.87,6,-0.04,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,301.5,9,-0.21,Bleaching percent averaged from code: Severe (>50% Bleached)
Atlantic,Sheltered,75,301.18,6,-2.89,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,302.02,5,0.39,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,301.63,4,0.86,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Exposed,75,301.54,7,-0.13,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,301.63,5,0.09,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sometimes,75,301.67,5,0.51,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,301.66,5,-0.78,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,301.78,6,3.89,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,302.29,2,0.51,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sometimes,75,301.92,3,0.53,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,302.1,3,1.61,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,302.06,2,-0.38,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,301.75,2,0.03,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,302.13,2,2.14,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,302.23,2,0.53,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,302.17,3,0.21,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,302.19,2,0.75,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,301.32,3,-0.74,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,302.14,2,0.37,Bleaching percent averaged from code: Severe (>50% Bleached)
Red Sea,Sheltered,75,295.73,6,-1.64,Bleaching percent averaged from code: Severe (>50% Bleached)
Atlantic,Exposed,75,301.04,7,1.12,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,298.92,6,0.37,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,298.91,7,-1.46,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,298.94,4,2.82,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,297.69,4,1.67,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,293.66,5,1.49,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,297.84,8,0.39,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,290.94,4,-1.22,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,297.69,9,-1.1,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,299.36,10,-2.27,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,299.97,7,-1.48,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,299.97,7,-1.48,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Exposed,75,300,3,1.24,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,299.68,4,1.27,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Exposed,75,299.84,3,-0.44,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,301.86,2,0.9,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,301.9,2,1.5,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,301.89,2,1.36,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,301.94,2,1.06,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,301.98,2,1.45,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,302.01,2,1.52,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,301.93,2,1.14,Bleaching percent averaged from code: Severe (>50% Bleached)
Arabian Gulf,Sheltered,75,297.6,2,-1.62,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,299.24,2,0.87,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,299.69,3,-0.49,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,299.94,2,-1.44,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,299.94,2,-1.44,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Exposed,75,299.7,3,-1.06,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Exposed,75,299.7,3,-1.06,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,299.7,6,-1.14,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,302.56,3,-3.11,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,302.56,2,-0.59,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,302.56,2,-0.48,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,302.63,2,0.42,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,303.08,2,0.64,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,303.08,2,-0.53,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,303.08,2,-1.61,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,302.56,2,0.29,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,302.56,2,0.29,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,302.53,1,0.1,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,302.53,1,0.1,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,301.83,3,1.78,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,302.02,5,0.7,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,301.94,5,0.96,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,301.93,5,0.69,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,301.79,5,1.18,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,301.79,5,0.43,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,301.94,5,0.57,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,301.83,5,0.85,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,301.83,4,-0.24,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,301.79,5,0.52,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,301.84,7,-1.04,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,301.91,4,-0.13,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,301.84,4,-0.72,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,301.88,4,0.29,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,301.85,4,-0.72,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,301.84,4,0.28,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,301.48,4,-1.41,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,301.16,3,0.26,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,301.17,3,0.11,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Exposed,75,298.42,5,1.15,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,298.48,8,-0.07,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,300.69,8,-0.59,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,300.69,4,-0.53,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,300.69,8,-0.84,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,300.78,7,-0.51,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,301.22,2,-3.51,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,301.22,2,-1.74,Bleaching percent averaged from code: Severe (>50% Bleached)
